id,REPORTER_NAME,Reporter_family,REPORTER_CITY,REPORTER_STATE,REPORTER_COUNTY,BUYER_NAME,BUYER_CITY,BUYER_COUNTY,NDC_NO,QUANTITY,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,Product_Name,Ingredient_Name,Combined_Labeler_Name
15,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,DUANE READE,MASPETH,QUEENS,52152021502,3,4132011,8.0685,OXYCODONE HYDROCHLORIDE USP 30MG TAB,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
16,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"CVS ALBANY, L.L.C.",ENDICOTT,BROOME,10702005601,10,5312012,8.965,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
17,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,GOLUB CORPORATION,SLINGERLANDS,ALBANY,591034901,1,10292008,0.3027,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
18,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"CVS ALBANY, L.L.C.",STATEN ISLAND,RICHMOND,406051201,5,6012010,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
19,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,KMART CORPORATION,WEBSTER,MONROE,53746010901,1,8172010,0.3027,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
20,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"KINGS-THRIFTWAY DRUGS, INC.",BROOKLYN,KINGS,591082401,1,11112008,0.672375,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
21,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",QUEENSBURY,WARREN,603389121,1,7032008,0.45405,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
22,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",TROY,RENSSELAER,603388228,1,10032011,0.136215,HYDROCODONE BIT & ACETA 7.5MG/500MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
23,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",HIGHLAND,ULSTER,591082001,1,8202009,0.403425,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
24,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",HUDSON FALLS,WASHINGTON,406035805,1,10042012,2.27025,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
25,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,THE GOLUB CORPORATION,CLIFTON PARK,SARATOGA,591085301,2,12032008,1.2108,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
26,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,STRONG MEMORIAL HOSPITAL,ROCHESTER,MONROE,59011042010,6,10312011,10.758,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
27,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,STRONG MEMORIAL HOSPITAL,ROCHESTER,MONROE,228298311,12,11142014,10.758,OXYCODONE AND ACETA 10MG/325MG TABLE,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
28,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,THE STOP & SHOP SUPERMARKET,WEST BABYLON,SUFFOLK,591082401,1,9132006,0.672375,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
29,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"CVS ALBANY, L.L.C.",WEST ISLIP,SUFFOLK,59011010310,5,3112010,8.965,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
30,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"CVS ALBANY, L.L.C.",NEW YORK,NEW YORK,406051201,12,12092014,5.379,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
31,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"CVS ALBANY, L.L.C.",ASTORIA,QUEENS,59011046010,1,4202012,5.379,OXYCONTIN 60MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
32,"CARDINAL HEALTH 110, LLC",Cardinal Health,SYRACUSE,NY,ONONDAGA,"WALGREEN EASTERN CO., INC.",NEWBURGH,ORANGE,228287911,1,4012013,2.6895,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
33,AMERICAN SALES COMPANY,American Sales Company,BALTIMORE,MD,BALTIMORE,TOPS MARKETS,BATH,STEUBEN,406036501,1,6132008,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
34,AMERICAN SALES COMPANY,American Sales Company,BALTIMORE,MD,BALTIMORE,THE STOP & SHOP SUPERMARKET,SO SETAUCKET,SUFFOLK,406036005,1,3102011,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
35,AMERICAN SALES COMPANY,American Sales Company,BALTIMORE,MD,BALTIMORE,"THE STOP & SHOP SUPERMARKET, COMPANY LLC",STATEN ISLAND,RICHMOND,406036701,3,12142006,1.8162,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
36,AMERICAN SALES COMPANY,American Sales Company,BALTIMORE,MD,BALTIMORE,THE STOP & SHOP SUPERMARKET,CARLE PLACE,NASSAU,603388128,1,8132012,1.5135,HYDROCODONE.BIT. & ACETA  5MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
37,AMERICAN SALES COMPANY,American Sales Company,BALTIMORE,MD,BALTIMORE,STOP & SHOP PHARMACY #2505,SHIRLEY,SUFFOLK,406036701,3,8012011,1.8162,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
38,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,MIL RUE CHEMISTS INC,RIDGEWOOD,QUEENS,60951079670,1,2092006,0.672375,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
39,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,SAFETY DRUGS OF BENSONHURST I,BROOKLYN,KINGS,68774016101,1,10052006,0.8965,OXYCODONE.HCL ER 10MG TABS,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
40,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,SOUTHRIFTY DRUG INC,SOUTHAMPTON,SUFFOLK,60951071270,1,2282008,0.8965,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
41,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,420 2ND AVE DRUG CORP,NEW YORK,NEW YORK,59011044010,2,10212010,7.172,OXYCONTIN 40MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
42,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,AK PHARMACY CORP,ROSEDALE,QUEENS,603388328,3,1242008,6.81075,HYDROCOD.BIT 7.5 TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
43,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,BARDONIA DRUG INC,BARDONIA,ROCKLAND,53746020601,1,9182008,0.8965,OXYCODONE HCL/ACETAMINOPHEN TABS. 10,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals LLC
44,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,CROSSBAY CHEMISTS CORP,HOWARD BEACH,QUEENS,406036005,1,1242011,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
45,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,DAVINO DRUGS INC,BRONX,BRONX,59011010710,1,12102008,7.172,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
46,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,MARTIN DRUGS OF RIVERHEAD,RIVERHEAD,SUFFOLK,60951071270,1,5162008,0.8965,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
47,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,"ROCHDALE PHARMACY, INC",BROOKLYN,KINGS,60951071270,5,5112009,4.4825,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
48,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,RAGAB,BROOKLYN,KINGS,60951079770,2,9242007,1.793,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
49,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,S & N PHARMACY CORP,ELMHURST,QUEENS,603388321,1,8292006,0.45405,HYDROCOD.BIT 7.5 TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
50,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,SAND LANE PHARMACY CORP,STATEN ISLAND,RICHMOND,60951071270,5,10012007,4.4825,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
51,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,THOMPSON CHEMISTS INC.,NEW YORK,NEW YORK,52544053901,1,11212007,0.6054,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
52,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,"WESKOR PHARMACY, INC",NEWBURGH,ORANGE,603389021,1,11102010,0.3027,HYDROCODONE BITARTRATE 5MG/ACETAMINO,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
53,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,HAAS PHARMACY INC,SLOATSBURG,ROCKLAND,406035705,1,4062010,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
54,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,HEIGHTS APOTHECARY INC,BROOKLYN,KINGS,53746020401,1,7132011,0.8965,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals LLC
55,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,RXMK CORP.,BROOKLYN,KINGS,60951070070,2,8062008,1.34475,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
56,KINRAY INC,Kinray Inc,WHITESTONE,NY,QUEENS,TULIP SUPER DRUGS INC.,FLORAL PARK,NASSAU,603388721,2,3072011,1.2108,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
57,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",PULASKI,OSWEGO,60951071270,6,5282013,5.379,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
58,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",SYRACUSE,ONONDAGA,406853001,1,5172011,2.6895,OXYCODONE HYDROCHLORIDE 30MG TABLET,OXYCODONE HYDROCHLORIDE,SpecGx LLC
59,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,FILLMORE AND FISHER PHARMACY,FILLMORE,ALLEGANY,406035705,1,9122008,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
60,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,GEROULD'S PROFESSIONAL PHARMACY INC,ELMIRA,CHEMUNG,59011010310,1,4182006,1.793,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
61,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",LOWVILLE,LEWIS,59011010510,1,8252008,3.586,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
62,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406035805,1,9242008,2.27025,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
63,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",PENFIELD,MONROE,406051201,3,1262009,1.34475,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
64,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406036201,3,6212007,1.8162,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
65,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406036301,3,4082011,1.8162,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
66,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",FAIRPORT,MONROE,406036501,1,1312012,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
67,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406036701,1,6082012,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
68,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC",WEBSTER,MONROE,59011010010,1,5302007,0.8965,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
69,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC",LIVERPOOL,ONONDAGA,57664018788,3,1212013,4.03425,"OXYCODONE HCL 15MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
70,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",WEST SENECA,ERIE,406051201,2,9192014,0.8965,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
71,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,BIRCHWOOD HEALTH CARE CENTER,LIVERPOOL,ONONDAGA,406055262,2,5232012,0.8965,OXYCODONE HYDROCHLORIDE 5MG TABS USP,OXYCODONE HYDROCHLORIDE,SpecGx LLC
72,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,J RUTOWSKI & SONS,WARSAW,WYOMING,591050201,2,9142010,0.9081,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
73,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,JRX,LOCKPORT,NIAGARA,591054005,1,10142008,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
74,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",BRIDGEPORT,ONONDAGA,406036501,1,3012011,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
75,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",ALEXANDRIA BAY,JEFFERSON,406036501,1,12212011,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
76,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",ALEXANDRIA BAY,JEFFERSON,406051205,2,7242013,4.4825,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
77,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",CHITTENANGO,MADISON,57664022388,1,8072014,0.44825,"OXYCODONE HCL 5MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
78,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",OSWEGO,OSWEGO,406036501,2,10252012,0.6054,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
79,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",SYRACUSE,ONONDAGA,60951071270,2,3072011,1.793,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
80,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,OUR LADY OF LOURDES MEMORIAL,BINGHAMTON,BROOME,406036705,3,4242014,9.081,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
81,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",LACKAWANNA,ERIE,59011048010,4,8132013,28.688,OXYCONTIN 80MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
82,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,BALDWINSVILLE,ONONDAGA,406052301,1,2202008,0.8965,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,SpecGx LLC
83,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,NORTH TONAWANDA,NIAGARA,406035705,1,1142010,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
84,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ROCHESTER,MONROE,406035805,3,12152008,6.81075,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
85,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ROCHESTER,MONROE,53746020401,15,4022013,13.4475,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals LLC
86,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,WATERLOO,SENECA,406036701,3,6302014,1.8162,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
87,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"TOPS MARKETS, LLC",DUNKIRK,CHAUTAUQUA,603388021,2,10282011,0.3027,HYDROCOD.BIT. & ACET.;2.5MG/600MG/TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
88,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,BATH,STEUBEN,406035701,1,11042011,0.3027,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
89,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,TONAWANDA,ERIE,93516101,2,8182011,0.9081,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Teva Pharmaceuticals USA, Inc."
